time,seconds_elapsed,z,y,x,a,ave,std
1.64617E+18,16.30911572,3.805750128,0.100022217,-0.888733092,3.90942259,2.035192891,0.989084879
1.64617E+18,16.31909766,3.192299081,0.019737551,-0.874847994,3.310063746,1.871433249,0.778329951
1.64617E+18,16.32907861,2.539844641,-0.072032971,-0.77186795,2.655518722,1.754720014,0.626562756
1.64617E+18,16.33905957,1.879677436,-0.205005855,-0.585958023,1.97953567,1.666744011,0.551127518
1.64617E+18,16.34904053,1.164157761,-0.391610377,-0.362963142,1.280767044,1.613836674,0.54390833
1.64617E+18,16.35902148,0.430488681,-0.560254879,-0.052730048,0.708510051,1.618011513,0.541490637
1.64617E+18,16.36900342,-0.343659708,-0.697671007,0.212194013,0.806147088,1.692866627,0.455499761
1.64617E+18,16.37898462,-1.087354507,-0.887282601,0.296426065,1.434391387,1.795910071,0.346843371
1.64617E+18,16.38896558,-1.678439993,-1.044816219,0.290032236,1.998229326,1.894449515,0.369381674
1.64617E+18,16.39894653,-1.941360862,-1.140741229,0.282394069,2.269343288,1.981061052,0.471098615
1.64617E+18,16.40892773,-1.920416858,-1.184719195,0.263881896,2.271826167,2.050290657,0.552253455
1.64617E+18,16.41890869,-1.734821806,-1.21869716,0.311970365,2.142931398,2.100150973,0.591142961
1.64617E+18,16.42889063,-1.307469084,-1.168071135,0.281874722,1.775758695,2.14182259,0.607160746
1.64617E+18,16.43887158,-0.958475614,-1.071845388,0.190559251,1.450462294,2.247155054,0.625605067
1.64617E+18,16.44885254,-0.816951758,-1.024461998,0.179205278,1.322515441,2.491996104,0.7353773
1.64617E+18,16.45883374,-0.886026464,-1.152471415,0.098964817,1.457061183,2.888161329,1.013255448
1.64617E+18,16.4688147,-1.130387009,-1.447490426,-0.005330547,1.836581536,3.383719636,1.348518369
1.64617E+18,16.47879688,-1.470053263,-1.922055857,0.002846549,2.419785821,3.857888343,1.541043967
1.64617E+18,16.48877759,-1.757253418,-2.26175806,-0.031328474,2.864344702,4.197329062,1.560607388
1.64617E+18,16.4987583,-1.678953788,-2.430956397,-0.207057271,2.961639333,4.375963964,1.498817604
1.64617E+18,16.5087395,-1.462155788,-2.316958846,-0.411194381,2.770429328,4.420233287,1.462487532
1.64617E+18,16.51872046,-1.707396039,-1.84235922,-0.492246816,2.559647565,4.38657871,1.503366344
1.64617E+18,16.52870142,-2.59769828,-1.037013728,-0.424592426,2.829083342,4.310646113,1.609176638
1.64617E+18,16.53868457,-3.879442556,-0.185901342,-0.341431072,3.89887279,4.170813107,1.783191417
1.64617E+18,16.54866553,-5.257741665,0.315035671,-0.423477634,5.284167691,3.913304233,1.979046008
1.64617E+18,16.55864648,-6.356867274,0.517237867,-0.666865607,6.41264425,3.52932525,2.047148339
1.64617E+18,16.56862744,-6.508937657,0.501598692,-0.809782159,6.578268604,3.061900816,1.860569598
1.64617E+18,16.5786084,-5.732737596,0.446900302,-0.860720758,5.814193018,2.605796738,1.458196909
1.64617E+18,16.58859058,-4.535539151,0.470782406,-0.914440073,4.650693723,2.227734394,0.993363384
1.64617E+18,16.59857153,-3.218129687,0.495747628,-0.993657767,3.404332556,1.964831268,0.578641627
1.64617E+18,16.60855273,-2.081259746,0.553826015,-1.133765326,2.433883564,1.850431393,0.351076316
1.64617E+18,16.61853369,-1.138495496,0.695208124,-1.20899607,1.80032159,1.85700192,0.362367636
1.64617E+18,16.62851465,-0.414635863,0.801776401,-1.110084079,1.430753284,1.949908442,0.445491813
1.64617E+18,16.63849585,0.163003866,0.959234323,-0.897609861,1.323784049,2.110454765,0.513558319
1.64617E+18,16.64847754,0.618501316,1.144331947,-0.627843876,1.444377865,2.316843802,0.567793656
1.64617E+18,16.65845874,0.883996419,1.409171217,-0.504798036,1.738399909,2.550219472,0.636665393
1.64617E+18,16.66843945,0.954366425,1.717626925,-0.45623519,2.01722782,2.790946871,0.732144469
1.64617E+18,16.67842041,1.011965212,1.745510957,-0.254014034,2.033569576,3.043072952,0.847345304
1.64617E+18,16.68840161,1.073701829,1.712887037,0.017363807,2.021662465,3.32639318,0.931880774
1.64617E+18,16.69838354,1.240933542,1.884214495,0.1375812,2.260333804,3.63059451,0.952599697
1.64617E+18,16.70836475,1.489552914,2.005018803,0.095268483,2.499588839,3.914276907,0.924278
1.64617E+18,16.71834546,1.797859569,2.052728648,0.059652687,2.729386813,4.161465349,0.839535511
